"striker","start_date","batting_team","bowling_team","innings","Runs","BallsFaced","Fours","Sixes","StrikeRate","NotOuts","Average","Hundreds","Fifties","HighScore","event","season","match_id","venue","city","team1","team2","toss_winner","toss_decision","player_of_match","winner","winner_wickets","winner_runs"
"JP Inglis",2020-10-30,"Western Australia","Tasmania",2,61,73,10,1,83.5616438356164,1,61,0,1,51,"Sheffield Shield","2020/21",1233449,"Park 25 No 2, Adelaide","Adelaide","Western Australia","Tasmania","Tasmania","field","SE Marsh",NA,NA,NA
"J Clayton",2023-11-28,"Queensland","Western Australia",2,60,211,7,0,28.436018957346,1,60,0,1,53,"Sheffield Shield","2023/24",1391787,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Queensland","Western Australia","Western Australia","field","HWR Cartwright",NA,NA,NA
"MS Harris",2021-03-05,"Victoria","Tasmania",2,60,178,7,0,33.7078651685393,1,60,0,0,45,"Sheffield Shield","2020/21",1244506,"Melbourne Cricket Ground","Melbourne","Tasmania","Victoria","Victoria","field","JR Doran",NA,NA,NA
"HJ Nielsen",2023-11-15,"South Australia","Western Australia",2,60,155,5,1,38.7096774193548,0,30,0,1,51,"Sheffield Shield","2023/24",1391782,"Western Australia Cricket Association Ground, Perth","Perth","South Australia","Western Australia","Western Australia","field","J Goodwin","Western Australia","2",NA
"JA Richardson",2019-11-02,"Western Australia","Queensland",2,60,143,7,0,41.958041958042,0,30,0,0,39,"Marsh Sheffield Shield","2019/20",1196122,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Western Australia","Queensland","Queensland","field","C Green",NA,NA,NA
"MS Wade",2019-10-18,"Tasmania","New South Wales",2,60,141,8,1,42.5531914893617,0,30,0,0,40,"Marsh Sheffield Shield","2019/20",1196117,"Drummoyne Oval, Sydney","Sydney","Tasmania","New South Wales","Tasmania","bat","MA Starc","New South Wales","8",NA
"HJ Hunt",2020-11-08,"South Australia","Queensland",2,60,126,6,0,47.6190476190476,0,30,0,0,41,"Sheffield Shield","2020/21",1233453,"Gliderol Stadium, Adelaide","Adelaide","Queensland","South Australia","Queensland","bat","MJ Swepson","Queensland",NA,"62"
"L Neil-Smith",2021-10-17,"Tasmania","Western Australia",1,60,126,8,0,47.6190476190476,0,60,0,1,60,"Sheffield Shield","2021/22",1270452,"Western Australia Cricket Association Ground, Perth","Perth","Western Australia","Tasmania","Tasmania","field","L Neil-Smith","Tasmania","3",NA
"T Wyllie",2022-10-17,"Western Australia","Victoria",2,60,126,5,2,47.6190476190476,0,30,0,0,49,"Sheffield Shield","2022/23",1322400,"Junction Oval, Melbourne","Melbourne","Western Australia","Victoria","Western Australia","bat","PSP Handscomb",NA,NA,NA
"J Seymour",2021-04-03,"Victoria","South Australia",1,60,123,7,1,48.780487804878,0,60,0,1,60,"Sheffield Shield","2020/21",1251084,"Junction Oval, Melbourne","Melbourne","South Australia","Victoria","South Australia","bat","JM Holland",NA,NA,NA
"CR Hemphrey",2018-11-27,"Queensland","Victoria",2,60,121,4,1,49.5867768595041,1,60,0,0,34,"Sheffield Shield","2018/19",1150121,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Victoria","Queensland","Queensland","field","JA Burns","Queensland","8",NA
"M Gilkes",2023-03-14,"New South Wales","South Australia",1,60,120,9,0,50,0,60,0,1,60,"Sheffield Shield","2022/23",1322424,"Karen Rolton Oval, Adelaide","Adelaide","New South Wales","South Australia","South Australia","field","J Edwards",NA,NA,NA
"JM Carder",2022-02-09,"South Australia","Victoria",2,60,110,4,0,54.5454545454545,0,30,0,0,31,"Sheffield Shield","2021/22",1270451,"Adelaide Oval","Adelaide","South Australia","Victoria","South Australia","bat","PSP Handscomb",NA,NA,NA
"M Gilkes",2023-10-15,"New South Wales","South Australia",2,60,106,3,0,56.6037735849057,0,30,0,1,57,"Sheffield Shield","2023/24",1391774,"Adelaide Oval","Adelaide","South Australia","New South Wales","New South Wales","field","NA McSweeney","South Australia",NA,"186"
"BJ Dwarshuis",2023-03-14,"New South Wales","South Australia",1,60,105,8,0,57.1428571428571,1,Inf,0,1,60,"Sheffield Shield","2022/23",1322424,"Karen Rolton Oval, Adelaide","Adelaide","New South Wales","South Australia","South Australia","field","J Edwards",NA,NA,NA
"ACI Lovell",2024-03-01,"Queensland","Western Australia",2,60,103,11,0,58.252427184466,0,30,0,0,45,"Sheffield Shield","2023/24",1391796,"Western Australia Cricket Association Ground, Perth","Perth","Western Australia","Queensland","Queensland","field","JP Inglis","Western Australia",NA,"146"
"SA Abbott",2020-10-19,"New South Wales","Western Australia",1,60,78,2,4,76.9230769230769,1,Inf,0,1,60,"Sheffield Shield","2020/21",1233446,"Park 25 No 2, Adelaide","Adelaide","New South Wales","Western Australia","Western Australia","field","SA Abbott",NA,NA,NA
"BJ Dwarshuis",2023-02-21,"New South Wales","Queensland",2,60,74,9,1,81.0810810810811,1,60,0,0,48,"Sheffield Shield","2022/23",1322419,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","New South Wales","Queensland","Queensland","field","JJ Peirson","Queensland","5",NA
"F O'Neill",2023-11-16,"Victoria","Queensland",2,60,59,8,1,101.694915254237,2,Inf,0,0,33,"Sheffield Shield","2023/24",1391783,"Melbourne Cricket Ground","Melbourne","Victoria","Queensland","Queensland","field","W Sutherland","Victoria",NA,"113"
"KR Patterson",2023-02-21,"New South Wales","Queensland",2,59,168,4,0,35.1190476190476,0,29.5,0,0,31,"Sheffield Shield","2022/23",1322419,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","New South Wales","Queensland","Queensland","field","JJ Peirson","Queensland","5",NA
"BE Street",2021-04-03,"Queensland","New South Wales",1,59,154,10,0,38.3116883116883,0,59,0,1,59,"Sheffield Shield","2020/21",1251083,"North Dalton Park, Wollongong","Wollongong","New South Wales","Queensland","Queensland","field","NM Lyon",NA,NA,NA
"KR Patterson",2020-03-06,"New South Wales","Tasmania",2,59,146,9,0,40.4109589041096,0,29.5,0,0,46,"Marsh Sheffield Shield","2019/20",1196138,"Bellerive Oval, Hobart","Hobart","New South Wales","Tasmania","Tasmania","field","NT Ellis","Tasmania","9",NA
"K Brazell",2024-03-11,"South Australia","Tasmania",2,59,136,11,0,43.3823529411765,0,29.5,0,0,30,"Sheffield Shield","2023/24",1391797,"Bellerive Oval, Hobart","Hobart","South Australia","Tasmania","Tasmania","field","NA McSweeney","South Australia",NA,"134"
"PM Nevill",2020-02-14,"New South Wales","Victoria",2,59,134,2,0,44.0298507462687,0,29.5,0,0,30,"Marsh Sheffield Shield","2019/20",1196132,"Sydney Cricket Ground","Sydney","Victoria","New South Wales","Victoria","bat","NJ Maddinson","Victoria",NA,"112"
"WJ Pucovski",2022-03-31,"Victoria","Western Australia",1,59,133,6,0,44.3609022556391,0,59,0,1,59,"Sheffield Shield","2021/22",1270465,"Western Australia Cricket Association Ground, Perth","Perth","Western Australia","Victoria","Victoria","field","SM Whiteman",NA,NA,NA
"DJM Short",2024-03-01,"Western Australia","Queensland",2,59,132,9,0,44.6969696969697,0,29.5,0,0,49,"Sheffield Shield","2023/24",1391796,"Western Australia Cricket Association Ground, Perth","Perth","Western Australia","Queensland","Queensland","field","JP Inglis","Western Australia",NA,"146"
"DP Hughes",2021-04-15,"New South Wales","Queensland",2,59,127,8,1,46.4566929133858,0,29.5,0,0,40,"Sheffield Shield","2020/21",1244521,"Allan Border Field, Brisbane","Brisbane","New South Wales","Queensland","New South Wales","bat","M Labuschagne","Queensland",NA,"33"
"J Weatherald",2021-11-23,"South Australia","Queensland",2,59,126,7,0,46.8253968253968,0,29.5,0,0,33,"Sheffield Shield","2021/22",1270441,"Karen Rolton Oval, Adelaide","Adelaide","Queensland","South Australia","South Australia","field","MP Kuhnemann","Queensland","8",NA
"PM Siddle",2020-11-08,"Tasmania","New South Wales",2,59,122,9,0,48.3606557377049,0,29.5,0,0,46,"Sheffield Shield","2020/21",1233452,"Park 25 No 2, Adelaide","Adelaide","New South Wales","Tasmania","Tasmania","field","SA Abbott","New South Wales",NA,"145"
"MC Henriques",2020-02-14,"New South Wales","Victoria",2,59,120,4,0,49.1666666666667,0,29.5,0,0,49,"Marsh Sheffield Shield","2019/20",1196132,"Sydney Cricket Ground","Sydney","Victoria","New South Wales","Victoria","bat","NJ Maddinson","Victoria",NA,"112"
"UT Khawaja",2018-11-27,"Queensland","Victoria",2,59,117,7,1,50.4273504273504,0,29.5,0,0,41,"Sheffield Shield","2018/19",1150121,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Victoria","Queensland","Queensland","field","JA Burns","Queensland","8",NA
"JC Silk",2021-10-17,"Tasmania","Western Australia",2,59,100,9,0,59,0,29.5,0,0,47,"Sheffield Shield","2021/22",1270452,"Western Australia Cricket Association Ground, Perth","Perth","Western Australia","Tasmania","Tasmania","field","L Neil-Smith","Tasmania","3",NA
"MC Henriques",2019-03-20,"New South Wales","Tasmania",2,59,94,8,0,62.7659574468085,0,29.5,0,0,49,"Sheffield Shield","2018/19",1150135,"Bellerive Oval, Hobart","Hobart","New South Wales","Tasmania","Tasmania","field","SA Abbott","New South Wales",NA,"149"
"JA Freeman",2024-03-01,"Tasmania","Victoria",2,59,91,8,0,64.8351648351648,0,29.5,0,0,36,"Sheffield Shield","2023/24",1391795,"Bellerive Oval, Hobart","Hobart","Tasmania","Victoria","Victoria","field","BJ Webster","Tasmania",NA,"57"
"MC Henriques",2018-10-16,"New South Wales","South Australia",2,59,90,3,0,65.5555555555556,0,29.5,0,0,47,"Sheffield Shield","2018/19",1150108,"Adelaide Oval","Adelaide","New South Wales","South Australia","South Australia","field","TA Copeland",NA,NA,NA
"JS Lehmann",2024-03-01,"South Australia","New South Wales",2,59,87,7,0,67.816091954023,0,29.5,0,1,56,"Sheffield Shield","2023/24",1391794,"Cricket Central, Sydney","Sydney","South Australia","New South Wales","New South Wales","field","DP Hughes",NA,NA,NA
"DP Hughes",2023-10-04,"New South Wales","Queensland",1,59,86,7,0,68.6046511627907,0,59,0,1,59,"Sheffield Shield","2023/24",1391771,"Cricket Central, Sydney","Sydney","Queensland","New South Wales","New South Wales","field","J Edwards",NA,NA,NA
"SL Rainbird",2019-03-05,"Tasmania","Victoria",1,59,84,8,0,70.2380952380952,0,59,0,1,59,"Sheffield Shield","2018/19",1150129,"Melbourne Cricket Ground","Melbourne","Victoria","Tasmania","Victoria","bat","NJ Maddinson",NA,NA,NA
"JJ Peirson",2021-04-03,"Queensland","New South Wales",1,59,83,8,0,71.0843373493976,0,59,0,1,59,"Sheffield Shield","2020/21",1251083,"North Dalton Park, Wollongong","Wollongong","New South Wales","Queensland","Queensland","field","NM Lyon",NA,NA,NA
"CJ Green",2023-02-11,"New South Wales","Tasmania",1,59,74,8,0,79.7297297297297,1,Inf,0,1,59,"Sheffield Shield","2022/23",1322416,"Sydney Cricket Ground","Sydney","New South Wales","Tasmania","New South Wales","bat","DP Hughes",NA,NA,NA
"C Green",2020-02-14,"Western Australia","South Australia",2,58,196,5,0,29.5918367346939,0,29,0,0,43,"Marsh Sheffield Shield","2019/20",1196133,"Adelaide Oval","Adelaide","South Australia","Western Australia","Western Australia","field","DJ Worrall","South Australia",NA,"109"
"JR Doran",2019-02-23,"Tasmania","South Australia",2,58,170,1,0,34.1176470588235,1,58,0,0,47,"Sheffield Shield","2018/19",1150128,"Adelaide Oval","Adelaide","South Australia","Tasmania","South Australia","bat","JM Bird","Tasmania","6",NA
"PM Nevill",2019-10-10,"New South Wales","Queensland",2,58,137,5,0,42.3357664233577,1,58,0,0,31,"Marsh Sheffield Shield","2019/20",1196115,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Queensland","New South Wales","Queensland","bat","HNA Conway","New South Wales","5",NA
"JA Burns",2022-03-23,"Queensland","Tasmania",2,58,129,9,0,44.9612403100775,0,29,0,0,30,"Sheffield Shield","2021/22",1270455,"Bellerive Oval, Hobart","Hobart","Queensland","Tasmania","Tasmania","field","SL Rainbird","Tasmania",NA,"231"
"JR Doran",2019-12-07,"Tasmania","South Australia",2,58,129,8,0,44.9612403100775,0,29,0,0,44,"Marsh Sheffield Shield","2019/20",1196131,"Bellerive Oval, Hobart","Hobart","Tasmania","South Australia","South Australia","field","WA Agar","South Australia","6",NA
"JR Doran",2021-03-20,"Tasmania","New South Wales",2,58,122,8,0,47.5409836065574,0,29,0,0,39,"Sheffield Shield","2020/21",1244510,"Bellerive Oval, Hobart","Hobart","Tasmania","New South Wales","New South Wales","field","JM Bird","Tasmania",NA,"298"
"CP Tremain",2022-03-15,"New South Wales","Western Australia",1,58,102,2,3,56.8627450980392,0,58,0,1,58,"Sheffield Shield","2021/22",1270445,"Bankstown Oval, Sydney","Sydney","Western Australia","New South Wales","Western Australia","bat","CT Bancroft",NA,NA,NA
"CT Bancroft",2023-03-02,"Western Australia","Tasmania",2,58,100,9,0,58,1,58,0,0,30,"Sheffield Shield","2022/23",1322422,"Western Australia Cricket Association Ground, Perth","Perth","Tasmania","Western Australia","Tasmania","bat","CH Stobo","Western Australia","9",NA
"CJ Sayers",2020-02-14,"South Australia","Western Australia",1,58,93,7,0,62.3655913978495,1,Inf,0,1,58,"Marsh Sheffield Shield","2019/20",1196133,"Adelaide Oval","Adelaide","South Australia","Western Australia","Western Australia","field","DJ Worrall","South Australia",NA,"109"
"JP Inglis",2019-10-18,"Western Australia","Victoria",1,58,92,4,2,63.0434782608696,0,58,0,1,58,"Marsh Sheffield Shield","2019/20",1196119,"Western Australia Cricket Association Ground, Perth","Perth","Victoria","Western Australia","Victoria","bat","SE Marsh","Western Australia","9",NA
"JM Carder",2022-11-20,"South Australia","Queensland",2,58,89,11,0,65.1685393258427,0,29,0,1,54,"Sheffield Shield","2022/23",1322408,"Adelaide Oval","Adelaide","South Australia","Queensland","Queensland","field","N McAndrew",NA,NA,NA
"JC Silk",2021-11-10,"Tasmania","South Australia",1,58,85,5,0,68.2352941176471,0,58,0,1,58,"Sheffield Shield","2021/22",1270446,"Bellerive Oval, Hobart","Hobart","South Australia","Tasmania","Tasmania","field","HJ Hunt",NA,NA,NA
"GJ Maxwell",2019-10-18,"Victoria","Western Australia",2,58,81,7,1,71.6049382716049,0,29,0,1,57,"Marsh Sheffield Shield","2019/20",1196119,"Western Australia Cricket Association Ground, Perth","Perth","Victoria","Western Australia","Victoria","bat","SE Marsh","Western Australia","9",NA
"MG Neser",2018-03-23,"Queensland","Tasmania",1,58,77,9,1,75.3246753246753,0,58,0,1,58,"Sheffield Shield","2017/18",1118894,"Allan Border Field, Brisbane","Brisbane","Tasmania","Queensland","Tasmania","bat","MS Wade","Queensland","9",NA
"CJ Gannon",2020-10-30,"Western Australia","Tasmania",1,58,72,6,2,80.5555555555556,0,58,0,1,58,"Sheffield Shield","2020/21",1233449,"Park 25 No 2, Adelaide","Adelaide","Western Australia","Tasmania","Tasmania","field","SE Marsh",NA,NA,NA
"SM Whiteman",2020-02-24,"Western Australia","Tasmania",2,57,157,10,0,36.3057324840764,0,28.5,0,1,53,"Marsh Sheffield Shield","2019/20",1196136,"Bellerive Oval, Hobart","Hobart","Western Australia","Tasmania","Tasmania","field","BJ Webster","Tasmania","5",NA
"L Scott",2020-10-10,"South Australia","Western Australia",2,57,147,8,0,38.7755102040816,1,57,0,0,34,"Sheffield Shield","2020/21",1233443,"Karen Rolton Oval, Adelaide","Adelaide","Western Australia","South Australia","Western Australia","bat","AC Agar","Western Australia",NA,"205"
"HJ Hunt",2020-10-10,"South Australia","Western Australia",2,57,138,9,0,41.304347826087,0,28.5,0,1,57,"Sheffield Shield","2020/21",1233443,"Karen Rolton Oval, Adelaide","Adelaide","Western Australia","South Australia","Western Australia","bat","AC Agar","Western Australia",NA,"205"
"JA Burns",2021-11-10,"Queensland","Western Australia",2,57,121,7,0,47.1074380165289,0,28.5,0,0,49,"Sheffield Shield","2021/22",1270456,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Queensland","Western Australia","Western Australia","field","JA Richardson","Western Australia","7",NA
"C Green",2021-04-03,"Western Australia","Tasmania",2,57,118,4,1,48.3050847457627,0,28.5,0,0,40,"Sheffield Shield","2020/21",1251085,"Western Australia Cricket Association Ground, Perth","Perth","Tasmania","Western Australia","Western Australia","field","BJ Webster","Tasmania",NA,"175"
"JD Wildermuth",2023-11-16,"Queensland","Victoria",2,57,115,11,0,49.5652173913044,0,28.5,0,0,40,"Sheffield Shield","2023/24",1391783,"Melbourne Cricket Ground","Melbourne","Victoria","Queensland","Queensland","field","W Sutherland","Victoria",NA,"113"
"S Konstas",2024-03-11,"New South Wales","Queensland",1,57,110,9,0,51.8181818181818,0,57,0,1,57,"Sheffield Shield","2023/24",1391799,"Allan Border Field, Brisbane","Brisbane","Queensland","New South Wales","New South Wales","field","O Davies","New South Wales","5",NA
"J Weatherald",2022-11-11,"South Australia","Western Australia",2,57,109,9,0,52.2935779816514,0,28.5,0,0,44,"Sheffield Shield","2022/23",1322406,"Western Australia Cricket Association Ground, Perth","Perth","South Australia","Western Australia","Western Australia","field","SM Whiteman","Western Australia",NA,"28"
"T Kelly",2023-02-10,"South Australia","Western Australia",2,57,109,8,0,52.2935779816514,0,28.5,0,0,39,"Sheffield Shield","2022/23",1322415,"Adelaide Oval","Adelaide","South Australia","Western Australia","Western Australia","field","DR Drew","South Australia",NA,"164"
"SL Rainbird",2018-03-23,"Tasmania","Queensland",1,57,105,7,2,54.2857142857143,0,57,0,1,57,"Sheffield Shield","2017/18",1118894,"Allan Border Field, Brisbane","Brisbane","Tasmania","Queensland","Tasmania","bat","MS Wade","Queensland","9",NA
"JC Silk",2021-04-03,"Tasmania","Western Australia",2,57,101,6,0,56.4356435643564,0,28.5,0,0,46,"Sheffield Shield","2020/21",1251085,"Western Australia Cricket Association Ground, Perth","Perth","Tasmania","Western Australia","Western Australia","field","BJ Webster","Tasmania",NA,"175"
"HWR Cartwright",2019-03-20,"Western Australia","Queensland",2,57,95,10,0,60,0,28.5,0,0,41,"Sheffield Shield","2018/19",1150137,"Western Australia Cricket Association Ground, Perth","Perth","Western Australia","Queensland","Queensland","field","AM Hardie","Western Australia",NA,"136"
"JJ Peirson",2021-03-06,"Queensland","Western Australia",1,57,94,5,0,60.6382978723404,0,57,0,1,57,"Sheffield Shield","2020/21",1244505,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Western Australia","Queensland","Queensland","field","C Green",NA,NA,NA
"BJ Holt",2022-10-03,"New South Wales","Western Australia",2,57,89,5,1,64.0449438202247,0,28.5,0,1,54,"Sheffield Shield","2022/23",1322396,"Western Australia Cricket Association Ground, Perth","Perth","New South Wales","Western Australia","Western Australia","field","LR Morris","Western Australia","8",NA
"JM Carder",2020-03-06,"Western Australia","Queensland",2,57,84,8,0,67.8571428571429,0,28.5,0,0,31,"Marsh Sheffield Shield","2019/20",1196140,"Western Australia Cricket Association Ground, Perth","Perth","Western Australia","Queensland","Queensland","field","SM Whiteman",NA,NA,NA
"JD Wildermuth",2021-03-06,"Queensland","Western Australia",1,57,80,9,0,71.25,0,57,0,1,57,"Sheffield Shield","2020/21",1244505,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Western Australia","Queensland","Queensland","field","C Green",NA,NA,NA
"JM Bird",2018-11-17,"Tasmania","Victoria",2,57,75,8,1,76,0,28.5,0,1,50,"Sheffield Shield","2018/19",1150119,"Bellerive Oval, Hobart","Hobart","Tasmania","Victoria","Victoria","field","MS Wade","Victoria","6",NA
"MJ Swepson",2018-02-25,"Queensland","South Australia",2,57,75,8,1,76,0,28.5,0,0,35,"Sheffield Shield","2017/18",1118887,"Adelaide Oval","Adelaide","Queensland","South Australia","South Australia","field","MT Renshaw","Queensland",NA,"118"
"WA Agar",2022-10-31,"South Australia","New South Wales",1,57,62,8,0,91.9354838709677,0,57,0,1,57,"Sheffield Shield","2022/23",1322403,"North Dalton Park, Wollongong","Wollongong","New South Wales","South Australia","New South Wales","bat","WA Agar",NA,NA,NA
"JA Freeman",2022-12-01,"Tasmania","South Australia",2,57,60,10,0,95,0,28.5,0,1,52,"Sheffield Shield","2022/23",1322412,"Bellerive Oval, Hobart","Hobart","South Australia","Tasmania","Tasmania","field","NA McSweeney","South Australia",NA,"208"
"JA Freeman",2022-10-29,"Tasmania","Victoria",1,57,48,5,1,118.75,0,57,0,1,57,"Sheffield Shield","2022/23",1322402,"Bellerive Oval, Hobart","Hobart","Victoria","Tasmania","Tasmania","field","JC Silk",NA,NA,NA
"AJ Finch",2019-10-10,"Victoria","South Australia",1,57,44,6,4,129.545454545455,0,57,0,1,57,"Marsh Sheffield Shield","2019/20",1196114,"Junction Oval, Melbourne","Melbourne","Victoria","South Australia","Victoria","bat","TLW Cooper",NA,NA,NA
